Address,BlockNumber,StreetName,Lon,Lat
1600 AVON ST Charlottesville VA,1600,AVON ST,-78.484219,38.0174262
100 THIRD ST NE Charlottesville VA,100,THIRD ST NE,-78.47998919999999,38.030321
1500 EARLY ST Charlottesville VA,1500,EARLY ST,-78.48423814060382,38.01825498627685
1300 CHERRY AVE Charlottesville VA,1300,CHERRY AVE,-78.5006969,38.0259144
1200 CARLTON RD Charlottesville VA,1200,CARLTON RD,-78.4730517,38.0203743
900 SYCAMORE RD Charlottesville VA,900,SYCAMORE RD,-78.4720832,38.0340266
500 E JEFFERSON ST Charlottesville VA,500,E JEFFERSON ST,-78.4774518387434,38.031530848772285
100 MORGAN CT Charlottesville VA,100,MORGAN CT,-78.5206685461401,38.021473256498126
2500 KERRY LN Charlottesville VA,2500,KERRY LN,-78.47289245927628,38.062887746589446
500 2ND ST SE Charlottesville VA,500,2ND ST SE,-78.4827742,38.0263256
400 EARHART ST Charlottesville VA,400,EARHART ST,-78.4980662,38.0567501
1500 MARKET ST Charlottesville VA,1500,MARKET ST,-78.4635655,38.0248243
100 3RD ST SE Charlottesville VA,100,3RD ST SE,-78.4799943,38.0303104
2100 TARELTON DR Charlottesville VA,2100,TARELTON DR,-78.4708612,38.0614465
300 15TH STREET NW Charlottesville VA,300,15TH STREET NW,-78.49937249999999,38.03632109999999
200 PALATINE AVE Charlottesville VA,200,PALATINE AVE,-78.48151756736875,38.015818861111576
2600 PARK CIR Charlottesville VA,2600,PARK CIR,-78.4702671,38.0468462
100 THOMAS DR Charlottesville VA,100,THOMAS DR,-78.50712201384275,38.026037911451986
2400 HYDRAULIC RD Charlottesville VA,2400,HYDRAULIC RD,-78.4951119,38.0653789
300 6 1/2 ST NW Charlottesville VA,300,6 1/2 ST NW,-78.4903228,38.0294764
200 5TH ST NE Charlottesville VA,200,5TH ST NE,-78.47794757130448,38.03102395324396
1500 EAST HIGH STREET Charlottesville VA,1500,EAST HIGH STREET,-78.4627209,38.0328159
1200 MELBOURNE RD Charlottesville VA,1200,MELBOURNE RD,-78.4717328,38.0506646
700 DRUID AVE Charlottesville VA,700,DRUID AVE,-78.4821859928595,38.02020865641875
100 LEIGH PL Charlottesville VA,100,LEIGH PL,-78.498288,38.0145849
700 MONTROSE AVE Charlottesville VA,700,MONTROSE AVE,-78.48098785349656,38.021913716316426
1000 FOREST HILLS Charlottesville VA,1000,FOREST HILLS,-78.4957235,38.0253238
500 S 1ST ST Charlottesville VA,500,S 1ST ST,-78.4857822331045,38.022839152422875
500 CARL SMITH ST Charlottesville VA,500,CARL SMITH ST,NA,NA
100 GLEASON ST Charlottesville VA,100,GLEASON ST,-78.4825202,38.0282366
1200 5TH ST SW Charlottesville VA,1200,5TH ST SW,-78.506447,38.0090812
800 WALKER SQ Charlottesville VA,800,WALKER SQ,-78.49162840947217,38.030559811897405
600 HENRY AVE Charlottesville VA,600,HENRY AVE,-78.4838042,38.0370012
900 2ND ST NE Charlottesville VA,900,2ND ST NE,-78.4764067,38.0376679
200 CHESTNUT ST Charlottesville VA,200,CHESTNUT ST,-78.46995593370617,38.024760787188484
1600 KENWOOD LN Charlottesville VA,1600,KENWOOD LN,-78.47831048268168,38.0571550591687
1100 CHERRY ST Charlottesville VA,1100,CHERRY ST,-78.47164154796121,38.025482028354226
1800 HYDRALIC RD Charlottesville VA,1800,HYDRALIC RD,-78.4897056,38.0595205
700 HIGHLAND AVE Charlottesville VA,700,HIGHLAND AVE,-78.50597205882325,38.019447729105835
1500 UNIVERSITY AV Charlottesville VA,1500,UNIVERSITY AV,-78.5004787,38.0347522
1600 MERIDAN ST Charlottesville VA,1600,MERIDAN ST,-78.4810371,38.0158881
1300 PENN PARK LN Charlottesville VA,1300,PENN PARK LN,-78.4588256,38.0509539
1600 KENWOOD LANE Charlottesville VA,1600,KENWOOD LANE,-78.47855129999999,38.0571197
1700 KENWOOD LN Charlottesville VA,1700,KENWOOD LN,-78.48036481163062,38.05867696367399
1800 CHERRY AVE Charlottesville VA,1800,CHERRY AVE,-78.51061469999999,38.01972019999999
1500 AVON ST Charlottesville VA,1500,AVON ST,-78.4841541,38.0175136
600 ROCK CREEK RD Charlottesville VA,600,ROCK CREEK RD,-78.50296598211338,38.024300921281466
700 CHARLTON AVE Charlottesville VA,700,CHARLTON AVE,-78.48498415961808,38.03709485509302
700 HARRIS ST SUITE 207 Charlottesville VA,700,HARRIS ST SUITE 207,-78.4842594,38.0358949
200 BARRACKS RD Charlottesville VA,200,BARRACKS RD,-78.5070813,38.0600799
1700 RUGBY AVE Charlottesville VA,1700,RUGBY AVE,-78.49128944652966,38.04632998378168
NA UNIVERSITY AVE Charlottesville VA,NA,UNIVERSITY AVE,-78.5008934,38.0357408
1500 RUGBY RD Charlottesville VA,1500,RUGBY RD,-78.48823209999999,38.0551808
1400 DAIRY RD Charlottesville VA,1400,DAIRY RD,-78.4888392,38.0513058
100 CAMELLIA DR Charlottesville VA,100,CAMELLIA DR,-78.51072388650105,38.01521103571767
800 ST CLAIRE AVE Charlottesville VA,800,ST CLAIRE AVE,-78.4669115,38.0346269
1300 BLUE RIDGE RD Charlottesville VA,1300,BLUE RIDGE RD,-78.4951099,38.0517425
2000 LEWIS MOUNTAIN RD Charlottesville VA,2000,LEWIS MOUNTAIN RD,-78.51348399999999,38.038235
200 HINTON AVE Charlottesville VA,200,HINTON AVE,-78.4773292,38.0255712
600 PRESTON PLACE Charlottesville VA,600,PRESTON PLACE,-78.49834129999999,38.04117979999999
2000 PINETOP RD Charlottesville VA,2000,PINETOP RD,-78.49352929999999,38.0532472
2000 SPOTSWOOD RD Charlottesville VA,2000,SPOTSWOOD RD,-78.49498380000001,38.0519924
1400 BLUE RIDGE RD Charlottesville VA,1400,BLUE RIDGE RD,-78.49433259999999,38.0516104
2000 SPOTTSWOOD RD Charlottesville VA,2000,SPOTTSWOOD RD,-78.49498380000001,38.0519924
1200 JEFFERSON PARK AVE Charlottesville VA,1200,JEFFERSON PARK AVE,-78.49866936545385,38.03269864540848
100 CRISPELL DR Charlottesville VA,100,CRISPELL DR,-78.4998185,38.0300237
100 LODGE CREEK CIR Charlottesville VA,100,LODGE CREEK CIR,-78.50430264055376,38.01586859361615
100 S 1ST ST Charlottesville VA,100,S 1ST ST,-78.48576863603053,38.02369389025694
1700 RUGBY CIR Charlottesville VA,1700,RUGBY CIR,-78.4901951,38.0502631
1600 BRUCE AVE Charlottesville VA,1600,BRUCE AVE,-78.48564549999999,38.0492811
400 ELLIOTT AVE Charlottesville VA,400,ELLIOTT AVE,-78.48477575056125,38.02233236543599
200 9TH ST SW Charlottesville VA,200,9TH ST SW,-78.49593935490901,38.03171665190962
2700 ETON RD Charlottesville VA,2700,ETON RD,-78.5169611,38.0169955
600 RIVANNA AVE Charlottesville VA,600,RIVANNA AVE,-78.48091415322145,38.03933923491324
1600 MEADOWBROOK HEIGHTS RD Charlottesville VA,1600,MEADOWBROOK HEIGHTS RD,-78.48295619999999,38.0557626
200 MONTICELLO RD Charlottesville VA,200,MONTICELLO RD,-78.4767909,38.0277329
300 CARLTON AVE Charlottesville VA,300,CARLTON AVE,-78.47430859287208,38.02440035256634
100 KENT TERR Charlottesville VA,100,KENT TERR,-78.50970937346291,38.027947803552344
800 RAINIER RD Charlottesville VA,800,RAINIER RD,-78.50665203936936,38.02062660539456
900 RANIER RD Charlottesville VA,900,RANIER RD,-78.507475,38.020944
1100 E WATER ST Charlottesville VA,1100,E WATER ST,-78.4739676,38.0282279
1000 SEMINOLE TRL Charlottesville VA,1000,SEMINOLE TRL,-78.4898107,38.0642261
2500 FONTAINE AVE Charlottesville VA,2500,FONTAINE AVE,-78.5208275,38.0261193
1600 6TH ST SW Charlottesville VA,1600,6TH ST SW,-78.4859029,38.016712
1900 BARRACKS RD Charlottesville VA,1900,BARRACKS RD,-78.49500858893276,38.04898501960899
900 STONEHENGE Charlottesville VA,900,STONEHENGE,-78.4798805,38.0173017
1500 ROSEHILL DR Charlottesville VA,1500,ROSEHILL DR,-78.48347239778654,38.048856681347885
1500 CHESPEAKE ST Charlottesville VA,1500,CHESPEAKE ST,-78.4613311,38.0252386
300 10TH ST SW Charlottesville VA,300,10TH ST SW,-78.49694699999999,38.0298331
600 11TH ST NW Charlottesville VA,600,11TH ST NW,-78.4934208,38.0391209
1000 MONTICELLO AVE Charlottesville VA,1000,MONTICELLO AVE,-78.4742902,38.0215912
2700 MCELROY DR Charlottesville VA,2700,MCELROY DR,-78.51704936868596,38.01709790747577
100 DUNOUA CT Charlottesville VA,100,DUNOUA CT,-78.512044,38.029888
1700 ROSEHILL DR Charlottesville VA,1700,ROSEHILL DR,-78.4830728,38.0523245
1900 CEDAR RD Charlottesville VA,1900,CEDAR RD,-78.4957146,38.0633398
800 CONCORDE AVE Charlottesville VA,800,CONCORDE AVE,-78.4848554,38.03890519999999
200 MEADE AVE Charlottesville VA,200,MEADE AVE,-78.4673893,38.0263982
1900 IVY RD Charlottesville VA,1900,IVY RD,-78.50627936331021,38.040299037943676
NA UNIVERESITY AVE Charlottesville VA,NA,UNIVERESITY AVE,-78.50338289999999,38.0367289
1900 CEDAR HILL DR Charlottesville VA,1900,CEDAR HILL DR,-78.4957146,38.0633398
300 15TH ST. NW Charlottesville VA,300,15TH ST. NW,-78.49937249999999,38.03632109999999
1000 CARLTON RD Charlottesville VA,1000,CARLTON RD,-78.47402389999999,38.02093869999999
500 SHAMROCK RD Charlottesville VA,500,SHAMROCK RD,-78.5070007437818,38.02412559830689
500 MOSELY DR Charlottesville VA,500,MOSELY DR,-78.5064725,38.0156218
0 E HIGH ST Charlottesville VA,0,E HIGH ST,-78.46978299999999,38.0317972
800 6TH ST SE Charlottesville VA,800,6TH ST SE,-78.4809117,38.0245149
0 GROVE AVE Charlottesville VA,0,GROVE AVE,-78.4688232,38.03322
400 13TH ST NE Charlottesville VA,400,13TH ST NE,-78.46639884751337,38.02945440744246
900 6TH STREET SE Charlottesville VA,900,6TH STREET SE,-78.4818581,38.0235298
100 W SOUTH STREET Charlottesville VA,100,W SOUTH STREET,-78.4823978,38.0294155
1100 SHERWOOD RD Charlottesville VA,1100,SHERWOOD RD,-78.48024219999999,38.0449911
200 N EMMET ST Charlottesville VA,200,N EMMET ST,-78.5063813,38.0406247
2200 ANGUS ROAD Charlottesville VA,2200,ANGUS ROAD,-78.4971396,38.060985
600 10 1/2 ST NW Charlottesville VA,600,10 1/2 ST NW,-78.48615525597909,38.02357368029435
1000 ROSE HILL DR Charlottesville VA,1000,ROSE HILL DR,-78.48492187516466,38.04065759613335
1600 MEREDIAN ST Charlottesville VA,1600,MEREDIAN ST,-78.4810371,38.0158881
2100 HILL ST Charlottesville VA,2100,HILL ST,-78.5118468,38.0256058
0 MOBILE LN Charlottesville VA,0,MOBILE LN,-78.5158088,38.0127625
200 AZELEA DR Charlottesville VA,200,AZELEA DR,-78.51230869999999,38.013017
100 KENT TERRACE Charlottesville VA,100,KENT TERRACE,-78.5099985,38.0284001
100 GARRET ST Charlottesville VA,100,GARRET ST,-78.48375434457515,38.02880621850263
300 DICE ST Charlottesville VA,300,DICE ST,-78.48603117722324,38.02847742002731
1500 MONTICELLO RD Charlottesville VA,1500,MONTICELLO RD,-78.47289055958932,38.01873821939791
0 BAILEY RD Charlottesville VA,0,BAILEY RD,-78.4961371,38.0210423
600 PARK LN E Charlottesville VA,600,PARK LN E,-78.4754295,38.035783
800 ALBEMARLE ST Charlottesville VA,800,ALBEMARLE ST,-78.48505414107412,38.03742476530871
1400 RICKY RD Charlottesville VA,1400,RICKY RD,-78.5043965,38.05822819999999
500 14THS T NW Charlottesville VA,500,14THS T NW,-78.4964936,38.03927669999999
800 MONTROSE AV Charlottesville VA,800,MONTROSE AV,-78.4791853,38.0211001
2100 WISE ST Charlottesville VA,2100,WISE ST,-78.50395619999999,38.0509508
600 GILLESPIE AVE Charlottesville VA,600,GILLESPIE AVE,-78.46637989999999,38.03192260000001
600 W WATER ST Charlottesville VA,600,W WATER ST,-78.4775983,38.0287467
200 ROSSER AVE Charlottesville VA,200,ROSSER AVE,-78.49190567322141,38.03999357656088
800 FOREST ST Charlottesville VA,800,FOREST ST,-78.48567705594196,38.03824882270533
100 EMEMT ST N Charlottesville VA,100,EMEMT ST N,-78.50639199999999,38.039893
400 GARRETTST Charlottesville VA,400,GARRETTST,-78.4803241,38.0279731
300 PALATINE AVE Charlottesville VA,300,PALATINE AVE,-78.4791778,38.0150341
400 1/2 DICE ST Charlottesville VA,400,1/2 DICE ST,-78.488086,38.028928
800 MOSELEY DR Charlottesville VA,800,MOSELEY DR,-78.5111007,38.0142443
100 MORRIS PAUL CT Charlottesville VA,100,MORRIS PAUL CT,-78.52208069722727,38.024498511297324
0 MORTON DR Charlottesville VA,0,MORTON DR,-78.49534146521603,38.05533758379145
1300 BELLVIEW RD Charlottesville VA,1300,BELLVIEW RD,-78.459622,38.037504
300 MONTEBELLO CT Charlottesville VA,300,MONTEBELLO CT,-78.510424,38.0294551
1800 EMMET ST Charlottesville VA,1800,EMMET ST,-78.49296892911536,38.05992744309808
0 EMMETT ST Charlottesville VA,0,EMMETT ST,-78.4932039,38.0615669
200 HOLLY DR Charlottesville VA,200,HOLLY DR,-78.49357346441853,38.03336768587391
600 GARRETT ST Charlottesville VA,600,GARRETT ST,-78.4789583,38.0273443
400 ROBERTSON AVE Charlottesville VA,400,ROBERTSON AVE,-78.51134239927275,38.02407324306542
100 SHALE PL Charlottesville VA,100,SHALE PL,-78.495966,38.014427
0 I-64 MM126 EASTBOUND Charlottesville VA,0,I-64 MM126 EASTBOUND,NA,NA
800 W  MAIN ST Charlottesville VA,800,W  MAIN ST,-78.490864,38.0317157
1000 E WATER ST Charlottesville VA,1000,E WATER ST,-78.47378758143498,38.028264151481046
1100 E HIGHT ST Charlottesville VA,1100,E HIGHT ST,-78.4700881,38.0315578
1500 ANTOINETTE CT Charlottesville VA,1500,ANTOINETTE CT,-78.499495,38.0206057
200 10THST Charlottesville VA,200,10THST,-78.47347599999999,38.0288803
1000 SOMER CHASE CT Charlottesville VA,1000,SOMER CHASE CT,-78.4465626,38.1182576
1100 5TH STREET EXTD Charlottesville VA,1100,5TH STREET EXTD,-78.5166557,38.0053636
1000 MAIN ST Charlottesville VA,1000,MAIN ST,-78.4952222,38.0323157
1900 EMEMT ST N Charlottesville VA,1900,EMEMT ST N,-78.4925669,38.0606411
1000 ELLOTT AVE Charlottesville VA,1000,ELLOTT AVE,-78.4765954,38.0188393
1400 OXFORD RD Charlottesville VA,1400,OXFORD RD,-78.47995238778584,38.047111156211876
1500 VINE ST Charlottesville VA,1500,VINE ST,-78.46678290429294,38.018820796052935
1000 FORREST HILLS AVE Charlottesville VA,1000,FORREST HILLS AVE,-78.4957235,38.0253238
1900 E MARKET ST Charlottesville VA,1900,E MARKET ST,-78.45626089999999,38.021531
200 SOUTH ST Charlottesville VA,200,SOUTH ST,-78.483058,38.029436
0 250 BYPASS Charlottesville VA,0,250 BYPASS,-78.46987759999999,38.0392796
1600 S EMMET ST Charlottesville VA,1600,S EMMET ST,-78.4932627,38.0583594
500 LOCUST AE Charlottesville VA,500,LOCUST AE,-78.4710468,38.0321568
100 OLD LYNCHBURG RD Charlottesville VA,100,OLD LYNCHBURG RD,-78.513341,38.0185394
100 E MAN ST Charlottesville VA,100,E MAN ST,-78.481559,38.030425
0 EMMET ST N Charlottesville VA,0,EMMET ST N,-78.50626600352147,38.04011639904192
400 JEFFERSON ST Charlottesville VA,400,JEFFERSON ST,-78.478539,38.03157640000001
700 BELMONT COTTAGE WAY Charlottesville VA,700,BELMONT COTTAGE WAY,-78.4978984,38.0451392
1400 EMMET ST S Charlottesville VA,1400,EMMET ST S,-78.5090924,38.0327847
100 BAYLOR LN Charlottesville VA,100,BAYLOR LN,-78.49252859517011,38.01885173263709
100 WERTLAND ST Charlottesville VA,100,WERTLAND ST,-78.4970338,38.0344728
500 E MIAN ST Charlottesville VA,500,E MIAN ST,-78.4785079,38.0298421
400 FRIENDSHIP CT Charlottesville VA,400,FRIENDSHIP CT,-78.2644617,37.8848256
100 ANTIONETTE CT Charlottesville VA,100,ANTIONETTE CT,-78.50032329999999,38.0208393
200 E MAIN STREET Charlottesville VA,200,E MAIN STREET,-78.4807349,38.0305635
600 E MARKET ST` Charlottesville VA,600,E MARKET ST`,-78.47745859999999,38.0304127
1400 RUGBU AVE Charlottesville VA,1400,RUGBU AVE,-78.47995139999999,38.0448602
700 KING ST Charlottesville VA,700,KING ST,-78.49232658730105,38.02886684311598
300 ALDERMAN RD Charlottesville VA,300,ALDERMAN RD,-78.51412119999999,38.0400704
400 GARRETT SQ Charlottesville VA,400,GARRETT SQ,-78.4803241,38.0279731
200 5TH ST NW Charlottesville VA,200,5TH ST NW,-78.48722378480501,38.03156300116879
100 JEFFERSON PARK AVE Charlottesville VA,100,JEFFERSON PARK AVE,-78.5109454,38.027823
100 FIFTH ST SW Charlottesville VA,100,FIFTH ST SW,-78.4876262,38.03089569999999
100 MONTE VISTA AVE Charlottesville VA,100,MONTE VISTA AVE,-78.5122582441206,38.017667848634105
100 N PIEDMONT AVE Charlottesville VA,100,N PIEDMONT AVE,-78.518737,38.0259344
1500 WERTLAND ST Charlottesville VA,1500,WERTLAND ST,-78.4997163,38.035093
1000 RIO RD E Charlottesville VA,1000,RIO RD E,-78.46373659999999,38.0625888
800 MADISON AVE Charlottesville VA,800,MADISON AVE,-78.4922011,38.041791
1000 COTTON WOOD DR Charlottesville VA,1000,COTTON WOOD DR,-78.4666123,38.0430567
400 3RD ST Charlottesville VA,400,3RD ST,-78.47892569999999,38.0325462
1700 CEDAR HILL RD Charlottesville VA,1700,CEDAR HILL RD,-78.49752802501993,38.06067462725653
100 CAMERON LN Charlottesville VA,100,CAMERON LN,-78.5097657,38.0413608
1000 HAZEL ST Charlottesville VA,1000,HAZEL ST,-78.4687577,38.0354087
700 ESTES ST Charlottesville VA,700,ESTES ST,-78.4926732,38.0306931
1100 14TH ST NW Charlottesville VA,1100,14TH ST NW,-78.49572309999999,38.0409207
1400 MONTICELLO AVE Charlottesville VA,1400,MONTICELLO AVE,-78.4754094404248,38.016915469250605
800 ST. CLAIR AVE Charlottesville VA,800,ST. CLAIR AVE,-78.4669115,38.0346269
900 LANDONIA CIR Charlottesville VA,900,LANDONIA CIR,-78.46101380000002,38.0357441
1500 ROSE HILL  DR Charlottesville VA,1500,ROSE HILL  DR,-78.4832388,38.0488595
1100 MEADOW ST Charlottesville VA,1100,MEADOW ST,-78.4867211,38.0416386
700 SHAMMROCK RD Charlottesville VA,700,SHAMMROCK RD,-78.5034051,38.0213796
800 MERIDIAN ST Charlottesville VA,800,MERIDIAN ST,-78.4764489,38.0219001
700 BAILEY RD Charlottesville VA,700,BAILEY RD,-78.4970378,38.0214808
1400 RIALTO ST Charlottesville VA,1400,RIALTO ST,-78.48202356603731,38.01872751658698
200 ELLIOT AVE Charlottesville VA,200,ELLIOT AVE,-78.48451548611173,38.022463762539886
1700 ESSEX RD Charlottesville VA,1700,ESSEX RD,-78.47876588851322,38.06090877860936
900 MISC: INDECENT EXPOSURE Charlottesville VA,900,MISC: INDECENT EXPOSURE,NA,NA
1600 CEDAR HILL RD Charlottesville VA,1600,CEDAR HILL RD,-78.49974,38.059185
100 KENT TER Charlottesville VA,100,KENT TER,-78.5099985,38.0284001
600 HIGHLAND AVE Charlottesville VA,600,HIGHLAND AVE,-78.50681397975305,38.019466948255214
300 RIVERSIDE DR Charlottesville VA,300,RIVERSIDE DR,-78.45531299999999,38.023876
400 MONROE LN APT 8 Charlottesville VA,400,MONROE LN APT 8,-78.5026534,38.0317242
300 FLINT DR Charlottesville VA,300,FLINT DR,-78.506974,38.013217
600 AVON ST Charlottesville VA,600,AVON ST,-78.4786185,38.0251028
0 W WATER ST Charlottesville VA,0,W WATER ST,-78.4818798,38.0300395
100 SUMMIT AVE Charlottesville VA,100,SUMMIT AVE,-78.52077249999999,38.0261037
700 BELMONT COTTAGE LN Charlottesville VA,700,BELMONT COTTAGE LN,-78.4785632060837,38.024879219752656
2300 FONTAIN AVE Charlottesville VA,2300,FONTAIN AVE,-78.51694176874177,38.02615097928083
500 RIDGE STREET Charlottesville VA,500,RIDGE STREET,-78.486701,38.02707100000001
900 S1ST ST Charlottesville VA,900,S1ST ST,-78.4857298,38.0232651
100 TROOST CT Charlottesville VA,100,TROOST CT,-78.51764,38.014973
100 DANBERRY CT Charlottesville VA,100,DANBERRY CT,-78.4714205,38.0186451
0 GILDERSLEEVE RD Charlottesville VA,0,GILDERSLEEVE RD,-78.50669119999999,38.0306828
800 ROUGEMONT AVE Charlottesville VA,800,ROUGEMONT AVE,-78.4820572,38.0153986
100 HOWARD DR Charlottesville VA,100,HOWARD DR,-78.49370689999999,38.0483243
1100 SEMINOLE TR Charlottesville VA,1100,SEMINOLE TR,-78.4875455,38.0667214
1900 N EMMET ST Charlottesville VA,1900,N EMMET ST,-78.49203531611327,38.060941879033656
100 MORRIS PAUL COURT Charlottesville VA,100,MORRIS PAUL COURT,-78.522176,38.0238766
NA CHERRY AVE Charlottesville VA,NA,CHERRY AVE,-78.497883,38.0271892
1000 CHERRY AV Charlottesville VA,1000,CHERRY AV,-78.4974462,38.0264846
2200 N BIRKSHIRE RD Charlottesville VA,2200,N BIRKSHIRE RD,-78.4977444,38.0635005
500 1ST S Charlottesville VA,500,1ST S,-78.48571299999999,38.023259
700 ORANGEDALE AV Charlottesville VA,700,ORANGEDALE AV,-78.4954169,38.0246036
600 DAVE AVE Charlottesville VA,600,DAVE AVE,-78.4849995,38.0356497
100 8TH ST NW Charlottesville VA,100,8TH ST NW,-78.49041325730224,38.03152484973534
0 HAMPTON ST Charlottesville VA,0,HAMPTON ST,-78.494361,38.032255
700 S 1ST ST Charlottesville VA,700,S 1ST ST,-78.48527924134645,38.02287883889387
900 ANIMAL COMPLAINT Charlottesville VA,900,ANIMAL COMPLAINT,-78.4192843,38.2859053
700 W MIAN ST Charlottesville VA,700,W MIAN ST,-78.49011089999999,38.0314589
1000 FOREST ST Charlottesville VA,1000,FOREST ST,-78.4847547,38.0390217
1100 RICHMOND RD Charlottesville VA,1100,RICHMOND RD,-78.30510559999999,37.9841016
0 1ST ST S Charlottesville VA,0,1ST ST S,-78.48469419999999,38.0251451
500 ELLIOT AVE Charlottesville VA,500,ELLIOT AVE,-78.4837958371598,38.02250653904658
2400 FONTANE AVE Charlottesville VA,2400,FONTANE AVE,-78.51900049999999,38.0257449
4000 CITY WALK WAY Charlottesville VA,4000,CITY WALK WAY,-78.50224613185937,38.01612782779086
2200 N. BERKSHIRE RD Charlottesville VA,2200,N. BERKSHIRE RD,-78.4977444,38.0635005
400 WHITEHEAD RD Charlottesville VA,400,WHITEHEAD RD,-78.51221869999999,38.0321251
2300 HYDRAULIC RD Charlottesville VA,2300,HYDRAULIC RD,-78.4943715,38.0648945
100 MINOR RD Charlottesville VA,100,MINOR RD,-78.51124850274974,38.03928805997592
400 EMMET ST S Charlottesville VA,400,EMMET ST S,-78.50733819999999,38.0363511
100 2ND ST ME Charlottesville VA,100,2ND ST ME,-78.4805746,38.0309406
100 LEWIS MOUNTAIN CIR Charlottesville VA,100,LEWIS MOUNTAIN CIR,-78.51384947062667,38.03821705491543
2000 BLACK HESSIAN RD Charlottesville VA,2000,BLACK HESSIAN RD,NA,NA
500 PARK HILL Charlottesville VA,500,PARK HILL,-78.4741901,38.0401696
500 GRADY AVE Charlottesville VA,500,GRADY AVE,-78.4906225,38.03818270000001
0 MONTIBELLO CIR Charlottesville VA,0,MONTIBELLO CIR,-78.5106615,38.0298825
300 CAROLONE AVE Charlottesville VA,300,CAROLONE AVE,-78.4657249,38.0289476
0 ELLIEWOOD AV Charlottesville VA,0,ELLIEWOOD AV,-78.5009168,38.035317
1600 MONTICELO RD Charlottesville VA,1600,MONTICELO RD,-78.4730574,38.0173712
1400 MELBOURNE ROAD Charlottesville VA,1400,MELBOURNE ROAD,-78.47291193443594,38.05206868705764
1000 TUFTON AVE Charlottesville VA,1000,TUFTON AVE,-78.47502865885095,38.02196564555614
700 BOLLING AVE Charlottesville VA,700,BOLLING AVE,-78.47947685768312,38.02406972776842
600 E MAIN STREET Charlottesville VA,600,E MAIN STREET,-78.4776108,38.0295575
0 5TH ST Charlottesville VA,0,5TH ST,-78.5128095,38.0061599
1000 GARDEN ST Charlottesville VA,1000,GARDEN ST,-78.4922816,38.0796836
100 NORTH BAKER ST Charlottesville VA,100,NORTH BAKER ST,-78.5029017,38.0260763
100 1ST NE Charlottesville VA,100,1ST NE,-78.48150509999999,38.0307862
0 13TH ST NW Charlottesville VA,0,13TH ST NW,-78.4967207,38.0370409
1500 ANTOINETTE AVE Charlottesville VA,1500,ANTOINETTE AVE,-78.49890463003567,38.02050100235821
900 9 1/2 ST NE Charlottesville VA,900,9 1/2 ST NE,-78.48639349583854,38.0213118671513
0 5TH ST EXT Charlottesville VA,0,5TH ST EXT,-78.50615859999999,38.0089758
1200 SADLER ST Charlottesville VA,1200,SADLER ST,-78.499372,38.0363005
1000 FOREST HILL AVE Charlottesville VA,1000,FOREST HILL AVE,-78.49566947843662,38.024978206435705
100 HESSIAN HILLS WAY Charlottesville VA,100,HESSIAN HILLS WAY,-78.506281,38.0614733
0 5TH ST NE Charlottesville VA,0,5TH ST NE,-78.47809699999999,38.0306179
1200 W. MAIN ST Charlottesville VA,1200,W. MAIN ST,-78.49667529999999,38.0326647
900 HIGH ST Charlottesville VA,900,HIGH ST,-78.4737507,38.031461
1600 JAMESTOWN RD Charlottesville VA,1600,JAMESTOWN RD,-78.4732804,38.0602177
300 JOHN ST Charlottesville VA,300,JOHN ST,-78.4965981,38.0367914
2500 PLATEAU RD Charlottesville VA,2500,PLATEAU RD,-78.5207344,38.0249647
500 PANTOPS CENTER Charlottesville VA,500,PANTOPS CENTER,-78.4580752,38.0308903
100 MAYWOOD LAN Charlottesville VA,100,MAYWOOD LAN,-78.5092121,38.02924489999999
900 DALE AVE Charlottesville VA,900,DALE AVE,-78.4879519,38.0375764
1900 MONTICELLO RD Charlottesville VA,1900,MONTICELLO RD,-78.47395999999999,38.0136145
2200 JEFFEROSN PARK AVE Charlottesville VA,2200,JEFFEROSN PARK AVE,-78.5152995,38.02568580000001
1400 WERTLAND AVE Charlottesville VA,1400,WERTLAND AVE,-78.4996211,38.034733
100 MANILA ST Charlottesville VA,100,MANILA ST,-78.5091581,38.0171107
1800 WAYSIDE PL Charlottesville VA,1800,WAYSIDE PL,-78.4993824,38.0429379
1400 HAMPTON RD Charlottesville VA,1400,HAMPTON RD,-78.4691263,38.0192101
400 VALLEY RD EXT Charlottesville VA,400,VALLEY RD EXT,-78.50417674390665,38.02652929175137
1200 WERTLAD ST Charlottesville VA,1200,WERTLAD ST,-78.49650000000001,38.0341704
1300 LITTLE HIGH ST Charlottesville VA,1300,LITTLE HIGH ST,-78.4665164758966,38.028943583337686
1100 JEFFERSON PARK AVE Charlottesville VA,1100,JEFFERSON PARK AVE,-78.49889309999999,38.0329331
1600 ANTOINETTE CT Charlottesville VA,1600,ANTOINETTE CT,-78.5002782,38.0191626
1000 CITY WALK WAY Charlottesville VA,1000,CITY WALK WAY,-78.468926,38.02538120000001
1600 GROVE ST EXT Charlottesville VA,1600,GROVE ST EXT,-78.48960629999999,38.010789
700 PALANTINE AVE Charlottesville VA,700,PALANTINE AVE,-78.4842075,38.0174417
1000 MILMONT ST Charlottesville VA,1000,MILMONT ST,-78.5042225,38.0510656
700 CONCORD AVE Charlottesville VA,700,CONCORD AVE,-78.4841221,38.03837680000001
1800 HYDRAULIC AVE Charlottesville VA,1800,HYDRAULIC AVE,-78.4897056,38.0595205
